2.5081945021 0.4664340342 8.7165064661
0.2026622979 0.4664340342 8.7165064661
1.3554284 0.7825569 8.2850716685
1.3554284 2.2295063952 6.710201933
-1.3554284 2.2886409365 6.547520388
2.7540230722 -0.0898597772 6.6137996699
-0.0431662722 -0.0898597772 6.6137996699
2.7153431424 3.11405015 4.4267326702
-0.0044863424 3.11405015 4.4267326702
4.0662852 0.7583550151 4.3994036011
1.3554284 0.7681239844 4.4015236071
1.3554284 3.8961834781 2.2418077648
-1.3554284 3.9011674501 2.2351734807
2.7091261625 1.5539858932 2.2143503838
0.0017306375 1.5539858932 2.2143503838
1.3554284 2.3476708 0.0496074
-1.3554284 2.3476708 0.0496074
2.7108568 0.0 0.0496074
0.0 0.0 0.0496074
