1.1512860324 1.8904277646 8.712198103
-1.1512860324 1.8904277646 8.712198103
0.0 1.5651139 8.2838822419
1.4013936548 2.4476210077 6.6065432593
-1.4013936548 2.4476210077 6.6065432593
2.7108568 0.0598564879 6.5638458234
0.0 0.1338020553 6.7003382385
2.7108568 3.1362592586 4.4208969507
-0.0 3.1507776553 4.4240759005
4.0698848768 0.7944668388 4.405579318
1.3518287232 0.7944668388 4.405579318
1.3580970411 3.9185737725 2.2206264338
-1.3580970411 3.9185737725 2.2206264338
2.7108568 1.5675506802 2.2278867849
0.0 1.5745342922 2.2347264017
1.3554284 2.3476708 0.0496074
-1.3554284 2.3476708 0.0496074
2.7108568 0.0 0.0496074
0.0 0.0 0.0496074
