1.0159485442 0.0283045854 9.112460636
0.008026728 1.2045343203 8.9591097923
0.0558784204 0.2193892673 9.0073659514
1.3437073391 2.3630699814 6.5699356723
-1.3665909736 2.3648129957 6.5672866852
2.699462104 0.0071577335 6.5726069988
-0.0200435195 0.007495917 6.6388826217
2.704996761 3.1497789461 4.4086632666
-0.0049829821 3.1399518274 4.3961583157
4.0635717298 0.7924880818 4.4092604361
1.3487521757 0.7918010542 4.4127960433
1.3544058496 3.9194771835 2.2283090002
-1.3583216362 3.9194345064 2.2291891057
2.708522479 1.5707509768 2.2189363072
-0.0015340338 1.568376543 2.2298716539
1.3554284 2.3476708 0.0496074
-1.3554284 2.3476708 0.0496074
2.7108568 0.0 0.0496074
0.0 0.0 0.0496074
