0.9865121257 0.0004748626 9.0388188246
-1.355394554 2.3478906612 8.9931986709
-0.0046081178 -0.0009267793 8.9898226743
1.3557912943 2.3482312388 6.5898726937
-1.3557585765 2.3471700883 6.6237840807
2.7122567034 0.0003256407 6.5870341847
-0.0018967445 -0.0008509555 6.6295759461
2.709883597 3.130967693 4.4153643121
0.001123515 3.1306903091 4.4127418584
4.0660342095 0.7820066546 4.4145556674
1.3551653049 0.782560611 4.4128577219
1.3557370065 3.9128238709 2.2251211073
-1.355471288 3.9125781913 2.2301826017
2.711106472 1.5652308085 2.2244287456
-0.0002251235 1.5650654292 2.2307191696
1.3554284 2.3476708 0.0496074
-1.3554284 2.3476708 0.0496074
2.7108568 0.0 0.0496074
0.0 0.0 0.0496074
