Rh   0.0000000   0.0000000   0.0497771
Rh   1.3554284   -2.3476708   0.0497771
Rh   1.3554284   2.3476708   0.0497771
Rh   2.7108568   0.0000000   0.0497771
Rh   2.7108568   1.5651139   2.2297575
Rh   4.0662852   -0.7825569   2.2297575
Rh   4.0662852   3.9127847   2.2297575
Rh   5.4217136   1.5651139   2.2297575
Rh   1.3554284   0.7825569   4.4104628
Rh   2.7108568   -1.5651139   4.4104628
Rh   2.7108568   3.1302277   4.4104628
Rh   4.0662852   0.7825569   4.4104628
Rh   0.0000000   0.0000000   6.5904345
Rh   1.3554284   -2.3476708   6.5904345
Rh   1.3554284   2.3476708   6.5904345
Rh   2.7108568   0.0000000   6.5904345
